magnitude,cdi,mmi,sig,dmin,latitude,longitude,Year,Month,tsunami
6.6,5,4.0,765.0,0.0,36.419,70.743,2009,1,0
7.7,5,7.0,918.0,0.0,-0.414,132.885,2009,1,0
7.4,9,7.0,848.0,0.0,1.271,122.091,2008,11,0
6.7,5,6.0,731.0,0.0,14.423,-92.364,2008,10,0
6.7,0,6.0,691.0,0.0,39.533,73.824,2008,10,0
6.6,0,6.0,670.0,0.0,1.885,127.363,2008,9,0
6.9,0,6.0,732.0,0.0,-13.501,166.967,2008,9,0
6.7,4,7.0,692.0,0.0,30.901,83.52,2008,8,0
6.8,8,7.0,1046.0,0.0,39.802,141.464,2008,7,0
6.9,7,8.0,888.0,0.0,39.03,140.881,2008,6,0
7.2,0,7.0,798.0,0.0,35.49,81.467,2008,3,0
6.7,5,6.0,696.0,0.0,-2.245,99.808,2008,2,0
6.6,4,6.0,674.0,0.0,-2.332,99.891,2008,2,0
7.2,4,7.0,832.0,0.0,-2.486,99.972,2008,2,0
6.5,4,6.0,654.0,0.0,-2.405,99.931,2008,2,0
7.4,5,7.0,914.0,0.0,2.768,95.964,2008,2,0
6.5,7,6.0,723.0,0.0,16.357,-94.304,2008,2,0
6.7,5,7.0,704.0,0.0,-22.954,-70.182,2007,12,0
7.4,7,7.0,1542.0,0.0,14.944,-61.274,2007,11,0
6.6,3,6.0,672.0,0.0,-10.95,162.149,2007,11,0
6.5,5,7.0,653.0,0.0,-8.224,118.467,2007,11,0
6.5,7,7.0,657.0,0.0,-8.292,118.37,2007,11,0
6.8,6,6.0,722.0,0.0,-5.757,147.098,2007,11,0
6.8,7,6.0,790.0,0.0,-2.312,-77.838,2007,11,0
6.8,6,7.0,716.0,0.0,-22.925,-70.237,2007,11,0
7.7,8,7.0,995.0,0.0,-22.247,-69.89,2007,11,0
6.8,3,5.0,713.0,0.0,-3.899,101.02,2007,10,0
6.8,4,7.0,744.0,0.0,-44.796,167.553,2007,10,0
6.8,4,5.0,713.0,0.0,-4.99,153.5,2007,9,0
6.7,3,5.0,696.0,0.0,-1.999,100.141,2007,9,0
7.0,4,7.0,768.0,0.0,-2.13,99.627,2007,9,0
6.5,0,5.0,650.0,0.0,-1.689,99.668,2007,9,0
7.9,8,7.0,1133.0,0.0,-2.625,100.841,2007,9,0
7.8,7,8.0,1152.0,0.0,-2.52,100.139,2007,9,0
6.8,5,6.0,747.0,0.0,2.966,-77.963,2007,9,0
8.0,9,8.0,1385.0,0.0,-13.386,-76.603,2007,8,0
7.5,0,5.0,865.0,0.0,-5.859,107.419,2007,8,0
7.2,7,7.0,803.0,0.0,-15.595,167.68,2007,8,0
6.9,3,5.0,734.0,0.0,2.872,127.464,2007,7,0
6.6,8,8.0,831.0,0.0,37.535,138.446,2007,7,0
6.9,0,7.0,732.0,0.0,-7.306,155.741,2007,4,0
6.6,0,7.0,670.0,0.0,-7.169,155.777,2007,4,0
8.1,9,8.0,1025.0,0.0,-8.466,157.043,2007,4,0
6.7,7,8.0,782.0,0.0,37.336,136.588,2007,3,0
6.7,0,6.0,691.0,0.0,-1.034,126.976,2007,2,0
7.5,6,5.0,874.0,0.0,1.065,126.282,2007,1,0
6.9,6,7.0,798.0,0.0,21.974,120.493,2006,12,0
7.1,8,7.0,1023.0,0.0,21.799,120.547,2006,12,0
6.7,5,6.0,732.0,0.0,-13.457,-76.677,2006,10,0
6.7,5,6.0,692.0,0.0,-5.881,150.982,2006,10,0
6.7,8,9.0,1481.0,0.0,19.877,-155.935,2006,10,0
6.8,0,6.0,711.0,0.0,-6.759,155.512,2006,9,0
6.5,0,6.0,650.0,0.0,51.148,157.522,2006,8,0
6.8,5,5.0,713.0,0.0,-15.798,167.789,2006,8,0
6.5,0,6.0,650.0,0.0,-5.724,151.133,2006,5,0
6.6,0,7.0,670.0,0.0,60.772,165.743,2006,5,0
6.5,7,7.0,653.0,0.0,-27.211,-71.056,2006,4,0
6.7,6,7.0,696.0,0.0,-27.017,-71.022,2006,4,0
6.6,0,8.0,670.0,0.0,60.491,167.516,2006,4,0
7.6,0,8.0,889.0,0.0,60.949,167.089,2006,4,0
6.7,0,7.0,691.0,0.0,-3.595,127.214,2006,3,0
7.0,5,9.0,891.0,0.0,-21.324,33.583,2006,2,0
6.7,7,6.0,934.0,0.0,36.311,23.212,2006,1,0
6.5,6,5.0,721.0,0.0,36.357,71.093,2005,12,0
6.8,5,7.0,744.0,0.0,-6.224,29.83,2005,12,0
6.5,3,6.0,651.0,0.0,2.164,96.786,2005,11,0
6.8,0,6.0,711.0,0.0,-22.361,-67.895,2005,11,0
7.6,9,9.0,1267.0,0.0,34.539,73.588,2005,10,0
6.6,0,6.0,670.0,0.0,-5.437,151.84,2005,9,0
7.5,8,7.0,1018.0,0.0,-5.678,-76.398,2005,9,0
7.6,5,7.0,891.0,0.0,-4.539,153.474,2005,9,0
6.7,3,6.0,693.0,0.0,1.819,97.082,2005,7,0
7.8,8,7.0,1020.0,0.0,-19.987,-69.197,2005,6,0
6.9,5,7.0,740.0,0.0,1.989,97.041,2005,5,0
6.7,6,5.0,731.0,0.0,0.587,98.459,2005,5,0
6.5,3,6.0,657.0,0.0,-1.714,99.779,2005,4,0
6.7,5,6.0,717.0,0.0,-1.644,99.607,2005,4,0
6.6,8,7.0,805.0,0.0,33.807,130.131,2005,3,0
7.1,0,5.0,776.0,0.0,-6.527,129.933,2005,3,0
6.8,0,6.0,711.0,0.0,2.908,95.592,2005,2,0
6.5,0,7.0,650.0,0.0,-5.562,122.129,2005,2,0
6.5,3,5.0,652.0,0.0,4.756,126.421,2005,2,0
6.7,0,4.0,691.0,0.0,-14.252,167.259,2005,2,0
6.8,4,7.0,724.0,0.0,42.9,145.228,2004,12,0
7.0,4,7.0,771.0,0.0,43.006,145.119,2004,11,0
7.1,0,7.0,776.0,0.0,-3.609,135.404,2004,11,0
7.2,8,8.0,820.0,0.0,4.695,-77.508,2004,11,0
7.5,5,7.0,870.0,0.0,-8.152,124.868,2004,11,0
6.6,0,8.0,670.0,0.0,37.226,138.779,2004,10,0
6.5,5,5.0,665.0,0.0,13.925,120.534,2004,10,0
6.8,0,6.0,711.0,0.0,-10.951,162.161,2004,10,0
6.5,0,7.0,650.0,0.0,-35.173,-70.525,2004,8,0
6.5,0,7.0,650.0,0.0,-0.443,133.091,2004,7,0
6.9,0,5.0,732.0,0.0,55.682,160.003,2004,6,0
6.6,0,7.0,670.0,0.0,-37.695,-73.406,2004,5,0
6.7,0,5.0,691.0,0.0,-9.362,122.839,2004,4,0
6.5,0,4.0,650.0,0.0,-13.174,167.198,2004,4,0
6.6,0,4.0,670.0,0.0,36.512,71.029,2004,4,0
6.7,0,7.0,691.0,0.0,-3.665,135.339,2004,2,0
7.3,0,7.0,820.0,0.0,-4.003,135.023,2004,2,0
7.0,0,7.0,754.0,0.0,-3.615,135.538,2004,2,0
6.7,0,6.0,691.0,0.0,-3.12,127.4,2004,1,0
6.6,0,9.0,670.0,0.0,28.995,58.311,2003,12,0
6.5,0,6.0,650.0,0.0,8.416,-82.824,2003,12,0
6.5,7,9.0,1390.0,0.04685,35.7005,-121.101,2003,12,0
6.8,0,7.0,711.0,0.0,23.039,121.362,2003,12,0
6.6,0,6.0,670.0,0.0,-5.581,150.88,2003,11,0
6.5,0,6.0,650.0,0.0,12.025,125.416,2003,11,0
6.7,0,7.0,691.0,0.0,50.211,87.721,2003,10,0
7.3,0,7.0,820.0,0.0,50.038,87.813,2003,9,0
6.6,0,7.0,670.0,0.0,19.917,95.672,2003,9,0
7.2,0,7.0,798.0,0.0,-45.104,167.144,2003,8,0
7.6,0,6.0,889.0,0.0,-60.532,-43.411,2003,8,0
6.5,0,6.0,650.0,0.0,-3.828,152.174,2003,7,0
6.8,0,7.0,711.0,0.0,-30.608,-71.637,2003,6,0
6.9,0,5.0,732.0,0.0,55.492,159.999,2003,6,0
6.6,0,6.0,670.0,0.0,-5.095,152.502,2003,6,0
7.0,0,6.0,754.0,0.0,2.354,128.855,2003,5,0
7.0,0,7.0,754.0,0.0,38.849,141.568,2003,5,0
6.8,0,9.0,711.0,0.0,36.964,3.634,2003,5,0
6.5,0,7.0,650.0,0.0,-8.294,120.743,2003,3,0
6.8,0,7.0,711.0,0.0,-4.694,153.238,2003,3,0
7.6,0,7.0,889.0,0.0,18.77,-104.104,2003,1,0
6.7,0,6.0,691.0,0.0,-4.786,153.275,2002,12,0
7.9,8,9.0,1750.0,0.0,63.5141,-147.453,2002,11,0
7.4,0,7.0,842.0,0.0,2.824,96.085,2002,11,0
6.6,0,7.0,670.0,0.0,63.5144,-147.912,2002,10,0
6.7,0,7.0,691.0,0.0,-1.511,133.973,2002,10,0
7.6,0,7.0,889.0,0.0,-1.757,134.297,2002,10,0
6.5,0,6.0,650.0,0.0,13.036,93.068,2002,9,0
7.6,0,7.0,889.0,0.0,-3.302,142.945,2002,9,0
6.5,0,7.0,650.0,0.0,7.929,-82.793,2002,7,0
6.5,0,8.0,650.0,0.0,35.626,49.047,2002,6,0
6.6,0,7.0,670.0,0.0,-30.805,-71.124,2002,6,0
7.1,0,7.0,776.0,0.0,13.088,144.619,2002,4,0
6.7,0,7.0,691.0,0.0,-27.535,-70.586,2002,4,0
6.5,0,5.0,650.0,0.0,-21.663,-68.329,2002,3,0
7.5,0,7.0,865.0,0.0,6.033,124.249,2002,3,0
7.4,0,5.0,842.0,0.0,36.502,70.482,2002,3,0
6.6,0,6.0,670.0,0.0,-5.345,151.248,2002,2,0
6.5,0,7.0,650.0,0.0,38.573,31.271,2002,2,0
6.7,0,8.0,691.0,0.0,-3.212,142.427,2002,1,0
6.6,0,6.0,670.0,0.0,-17.664,168.004,2002,1,0
7.2,0,6.0,798.0,0.0,-17.6,167.856,2002,1,0
6.8,0,7.0,711.0,0.0,-9.613,159.53,2001,12,0
6.5,0,5.0,650.0,0.0,39.402,141.089,2001,12,0
7.8,0,9.0,936.0,0.0,35.946,90.541,2001,11,0
7.0,0,7.0,754.0,0.0,-5.912,150.196,2001,10,0
7.5,0,6.0,865.0,0.0,-4.102,123.907,2001,10,0
6.5,0,6.0,650.0,0.0,-0.578,133.13,2001,9,0
6.6,6,6.0,754.0,0.0,58.775,-154.701,2001,7,0
6.5,0,8.0,650.0,0.0,39.059,24.244,2001,7,0
7.6,0,7.0,889.0,0.0,-17.543,-72.077,2001,7,0
6.6,0,7.0,670.0,0.0,-16.086,-73.987,2001,7,0
6.7,0,6.0,691.0,0.0,-17.745,-71.649,2001,6,0
6.7,0,6.0,691.0,0.0,-7.41,155.865,2001,4,0
6.8,0,7.0,711.0,0.0,34.083,132.526,2001,3,0
6.5,0,6.0,650.0,0.0,-4.029,128.02,2001,3,0
6.8,7,7.0,1441.0,0.0,47.149,-122.727,2001,2,0
7.1,0,7.0,776.0,0.0,1.271,126.249,2001,2,0
7.4,0,6.0,842.0,0.0,-4.68,102.562,2001,2,0
6.6,0,8.0,670.0,0.0,13.671,-88.938,2001,2,0
7.7,0,9.0,912.0,0.0,23.419,70.232,2001,1,0
6.9,0,6.0,732.0,0.0,-4.022,101.776,2001,1,0
7.1,0,7.0,776.0,0.0,-14.928,167.17,2001,1,0
7.5,0,7.0,865.0,0.0,6.898,126.579,2001,1,0
6.5,0,7.0,650.0,0.0,-4.218,152.725,2000,12,0
7.0,0,7.0,754.0,0.0,39.566,54.799,2000,12,0
6.5,0,6.0,650.0,0.0,40.167,49.954,2000,11,0
6.8,0,6.0,711.0,0.0,40.245,49.946,2000,11,0
6.8,0,6.0,711.0,0.0,-5.228,151.771,2000,11,0
6.6,0,6.0,670.0,0.0,-5.097,153.181,2000,11,0
7.8,0,7.0,936.0,0.0,-5.496,151.781,2000,11,0
6.5,0,6.0,650.0,0.0,-4.827,153.226,2000,11,0
8.0,0,7.0,985.0,0.0,-3.98,152.169,2000,11,0
6.5,0,7.0,650.0,0.0,7.042,-77.829,2000,11,0
7.0,0,7.0,754.0,0.0,-4.766,153.945,2000,10,0
6.8,0,6.0,711.0,0.0,-6.549,105.63,2000,10,0
6.7,0,8.0,691.0,0.0,35.456,133.134,2000,10,0
7.0,0,7.0,754.0,0.0,-15.421,166.91,2000,10,0
6.5,0,6.0,650.0,0.0,-7.977,30.709,2000,10,0
6.8,0,6.0,711.0,0.0,-4.11,127.394,2000,8,0
6.5,0,6.0,650.0,0.0,18.198,-102.48,2000,8,0
6.8,0,7.0,711.0,0.0,48.786,142.246,2000,8,0
6.5,0,7.0,650.0,0.0,33.901,139.376,2000,7,0
6.5,0,6.0,650.0,0.0,57.3546,-154.198,2000,7,0
6.5,0,9.0,650.0,0.0,63.98,-20.758,2000,6,0
6.5,0,8.0,650.0,0.0,63.966,-20.487,2000,6,0
6.7,0,5.0,691.0,0.0,-4.612,101.905,2000,6,0
6.7,0,5.0,691.0,0.0,-4.646,102.102,2000,6,0
7.9,0,8.0,960.0,0.0,-4.721,102.087,2000,6,0
7.2,0,5.0,798.0,0.0,-23.548,-66.452,2000,5,0
7.6,0,7.0,889.0,0.0,-1.105,123.573,2000,5,0
6.6,0,8.0,670.0,0.0,-6.817,143.807,2000,3,0
6.6,0,6.0,670.0,0.0,-5.844,150.876,2000,2,0
6.5,0,6.0,650.0,0.0,-6.845,105.555,1999,12,0
7.3,0,7.0,820.0,0.0,15.766,119.74,1999,12,0
7.0,0,7.0,754.0,0.0,57.3424,-154.347,1999,12,0
6.6,0,5.0,670.0,0.0,-18.901,-69.171,1999,11,0
7.5,0,7.0,865.0,0.0,-16.423,168.214,1999,11,0
7.0,0,6.0,754.0,0.0,-6.351,148.763,1999,11,0
6.9,0,6.0,732.0,0.0,-5.978,148.82,1999,11,0
7.2,0,9.0,798.0,0.0,40.758,31.161,1999,11,0
6.5,0,4.0,650.0,0.0,36.522,71.24,1999,11,0
7.1,8,8.0,1576.0,0.0,34.6033,-116.265,1999,10,0
7.5,0,8.0,865.0,0.0,16.059,-96.931,1999,9,0
6.5,0,7.0,650.0,0.0,23.738,121.158,1999,9,0
7.7,0,9.0,912.0,0.0,23.772,120.982,1999,9,0
6.6,0,6.0,670.0,0.0,-16.117,168.039,1999,8,0
7.6,0,9.0,889.0,0.0,40.748,29.864,1999,8,0
6.7,0,8.0,691.0,0.0,15.782,-88.33,1999,7,0
7.0,0,7.0,754.0,0.0,18.386,-97.436,1999,6,0
6.6,0,5.0,670.0,0.0,-5.165,152.877,1999,5,0
7.1,0,7.0,776.0,0.0,-4.751,152.486,1999,5,0
7.1,0,7.0,776.0,0.0,-5.159,150.88,1999,5,0
7.4,0,7.0,842.0,0.0,-5.591,149.568,1999,4,0
6.8,0,7.0,711.0,0.0,-16.66,-72.662,1999,4,0
6.6,0,7.0,670.0,0.0,30.512,79.403,1999,3,0
6.9,0,6.0,732.0,0.0,51.587,-177.668,1999,3,0
6.6,0,7.0,670.0,0.0,28.343,57.193,1999,3,0
6.6,0,6.0,670.0,0.0,52.886,-169.123,1999,1,0
7.0,0,7.0,754.0,0.0,-4.596,153.235,1999,1,0
7.7,0,7.0,912.0,0.0,-2.071,124.891,1998,11,0
7.0,0,7.0,754.0,0.0,-6.92,128.946,1998,11,0
6.7,0,6.0,691.0,0.0,-6.954,129.022,1998,11,0
6.6,0,5.0,670.0,0.0,-8.194,112.413,1998,9,0
6.6,0,6.0,670.0,0.0,-29.45,-71.715,1998,9,0
6.8,0,5.0,711.0,0.0,5.41,126.764,1998,9,0
7.2,0,7.0,798.0,0.0,-0.593,-80.393,1998,8,0
6.7,0,6.0,691.0,0.0,-2.693,138.901,1998,7,0
7.0,0,7.0,754.0,0.0,-2.961,141.926,1998,7,0
7.0,0,7.0,754.0,0.0,-11.04,166.16,1998,7,0
6.6,0,6.0,670.0,0.0,37.106,70.11,1998,5,0
6.6,0,8.0,670.0,0.0,-17.731,-65.431,1998,5,0
6.7,0,6.0,691.0,0.0,0.207,119.584,1998,5,0
6.6,0,6.0,670.0,0.0,-5.147,151.714,1998,5,0
6.6,0,5.0,670.0,0.0,-8.148,-74.238,1998,4,0
7.0,0,6.0,754.0,0.0,-0.544,99.261,1998,4,0
6.6,0,8.0,670.0,0.0,30.154,57.605,1998,3,0
7.1,0,7.0,776.0,0.0,-23.913,-70.207,1998,1,0
6.7,0,6.0,691.0,0.0,-15.848,-179.376,1998,1,0
6.6,0,7.0,670.0,0.0,-30.985,-71.41,1998,1,0
6.6,0,6.0,670.0,0.0,14.374,-91.473,1998,1,0
7.2,0,6.0,798.0,0.0,-5.495,147.867,1997,12,0
7.8,0,7.0,936.0,0.0,54.841,162.035,1997,12,0
7.0,0,6.0,754.0,0.0,1.241,122.536,1997,11,0
7.0,0,6.0,754.0,0.0,-15.145,167.375,1997,11,0
6.5,0,4.0,650.0,0.0,13.849,-88.808,1997,11,0
7.5,0,7.0,865.0,0.0,35.069,87.325,1997,11,0
7.2,0,7.0,798.0,0.0,-4.368,-76.681,1997,10,0
7.1,0,7.0,776.0,0.0,-30.933,-71.22,1997,10,0
6.5,0,5.0,650.0,0.0,9.79,125.779,1997,10,0
6.8,0,5.0,711.0,0.0,3.849,-75.749,1997,9,0
6.6,0,6.0,670.0,0.0,-3.562,144.362,1997,8,0
6.9,0,6.0,732.0,0.0,16.333,-98.216,1997,7,0
7.0,0,8.0,754.0,0.0,10.598,-63.486,1997,7,0
6.5,0,6.0,650.0,0.0,18.684,-101.604,1997,5,0
6.5,0,4.0,650.0,0.0,36.411,70.945,1997,5,0
7.3,0,9.0,820.0,0.0,33.825,59.809,1997,5,0
6.7,0,7.0,691.0,0.0,11.112,-60.892,1997,4,0
6.5,0,6.0,650.0,0.0,-6.485,147.408,1997,4,0
7.1,0,6.0,776.0,0.0,29.976,68.208,1997,2,0
6.5,0,8.0,650.0,0.0,37.661,57.291,1997,2,0
7.2,0,7.0,798.0,0.0,18.219,-102.756,1997,1,0
6.7,0,6.0,691.0,0.0,31.789,131.314,1996,12,0
6.9,0,7.0,732.0,0.0,35.345,78.133,1996,11,0
7.7,0,7.0,912.0,0.0,-14.993,-75.675,1996,11,0
6.7,0,7.0,691.0,0.0,31.885,131.468,1996,10,0
6.6,0,7.0,670.0,0.0,30.568,131.093,1996,10,0
6.8,0,6.0,711.0,0.0,-7.133,155.568,1996,10,0
6.6,0,6.0,670.0,0.0,9.454,126.334,1996,9,0
6.6,0,6.0,670.0,0.0,9.463,126.284,1996,9,0
6.8,0,6.0,711.0,0.0,21.898,121.498,1996,9,0
6.9,0,6.0,732.0,0.0,-10.769,161.445,1996,8,0
7.0,0,6.0,754.0,0.0,1.0,120.45,1996,7,0
6.6,0,6.0,670.0,0.0,1.016,120.254,1996,7,0
6.8,0,6.0,711.0,0.0,17.6,-100.965,1996,7,0
7.9,0,4.0,960.0,0.0,-7.137,122.589,1996,6,0
7.1,0,6.0,776.0,0.0,12.614,125.154,1996,6,0
7.3,0,7.0,820.0,0.0,51.478,-176.847,1996,6,0
7.9,0,7.0,960.0,0.0,51.564,-177.632,1996,6,0
6.7,0,4.0,691.0,0.0,-13.481,167.13,1996,6,0
7.2,0,6.0,798.0,0.0,-6.518,154.999,1996,4,0
6.6,0,7.0,670.0,0.0,-23.944,-70.093,1996,4,0
6.7,0,5.0,691.0,0.0,-14.705,167.297,1996,3,0
6.7,0,6.0,691.0,0.0,11.905,-86.772,1996,3,0
7.1,0,7.0,776.0,0.0,15.978,-98.07,1996,2,0
7.5,0,6.0,865.0,0.0,-9.593,-79.587,1996,2,0
6.5,0,6.0,650.0,0.0,-0.917,136.225,1996,2,0
6.5,0,6.0,650.0,0.0,-0.567,135.84,1996,2,0
6.6,0,10.0,670.0,0.0,27.291,100.276,1996,2,0
6.6,0,7.0,670.0,0.0,53.826,159.586,1996,1,0
7.9,0,8.0,960.0,0.0,0.729,119.931,1996,1,0
7.1,0,6.0,776.0,0.0,-6.903,129.151,1995,12,0
6.5,0,6.0,650.0,0.0,-3.703,140.233,1995,12,0
7.2,0,9.0,798.0,0.0,28.826,34.799,1995,11,0
6.7,0,7.0,691.0,0.0,-28.906,-71.417,1995,11,0
7.2,0,6.0,798.0,0.0,16.84,-93.469,1995,10,0
8.0,0,8.0,985.0,0.0,19.055,-104.205,1995,10,0
6.8,0,7.0,711.0,0.0,-2.045,101.436,1995,10,0
6.5,0,7.0,650.0,0.0,-2.778,-77.851,1995,10,0
7.0,0,7.0,754.0,0.0,-2.75,-77.881,1995,10,0
6.5,0,5.0,650.0,0.0,-10.68,-78.581,1995,9,0
7.4,0,7.0,842.0,0.0,16.779,-98.597,1995,9,0
6.6,0,6.0,670.0,0.0,5.139,-75.577,1995,8,0
6.7,0,6.0,691.0,0.0,-4.836,151.515,1995,8,0
8.0,0,8.0,985.0,0.0,-23.34,-70.294,1995,7,0
6.8,0,8.0,711.0,0.0,21.966,99.196,1995,7,0
6.6,0,5.0,670.0,0.0,-19.544,169.287,1995,6,0
6.5,0,7.0,650.0,0.0,38.401,22.283,1995,6,0
7.1,0,9.0,776.0,0.0,52.629,142.827,1995,5,0
6.9,0,6.0,732.0,0.0,-8.378,125.127,1995,5,0
6.6,0,9.0,670.0,0.0,40.149,21.695,1995,5,0
7.1,0,7.0,776.0,0.0,12.626,125.297,1995,5,0
